handle,title,description,price,category,subcategory,location,mainImage,additionalImages
sporting-goods-accessories-protection-4,Protective Gear,Complete protective gear in very good condition. Minor wear but fully functional. Great value.,268.00,sporting-goods,accessories-protection,Abu Dhabi,https://placehold.co/800x800/DC2626/FFFFFF?text=Protective%20gear,
sporting-goods-accessories-protection-5,Sports Gloves,"Sports gloves in excellent condition. Well-maintained, fully functional. Ready to use.",47.00,sporting-goods,accessories-protection,Ajman,https://placehold.co/800x800/EA580C/FFFFFF?text=Sports%20gloves,
sporting-goods-accessories-protection-6,Sports Accessories,"Sports accessories. Excellent quality, well-cared for. Perfect for your sports activities.",213.00,sporting-goods,accessories-protection,Ajman,https://placehold.co/800x800/059669/FFFFFF?text=Sports%20accessories,
sporting-goods-accessories-protection-7,Protection Equipment,Protection equipment in great condition. Tested and verified. No damage or defects.,222.00,sporting-goods,accessories-protection,Sharjah,https://placehold.co/800x800/4F46E5/FFFFFF?text=Protection%20equipment,
sporting-goods-accessories-protection-8,Safety Gear,"Safety gear. Excellent quality, well-cared for. Perfect for your sports activities.",208.00,sporting-goods,accessories-protection,Abu Dhabi,https://placehold.co/800x800/7C3AED/FFFFFF?text=Safety%20gear,
sporting-goods-accessories-protection-9,Sports Protection,"Sports protection. High-quality equipment, like new. All features working perfectly.",35.00,sporting-goods,accessories-protection,Ajman,https://placehold.co/800x800/DC2626/FFFFFF?text=Sports%20protection,
sporting-goods-accessories-protection-10,Protective Equipment,"Protective equipment. High-quality equipment, like new. All features working perfectly.",152.00,sporting-goods,accessories-protection,Ajman,https://placehold.co/800x800/EA580C/FFFFFF?text=Protective%20equipment,
sporting-goods-sports-bags-1,Sports Bag,"Large sports bag. Excellent quality, well-cared for. Perfect for your sports activities.",72.00,sporting-goods,sports-bags,Sharjah,https://placehold.co/800x800/059669/FFFFFF?text=Sports%20bag,
sporting-goods-sports-bags-2,Gym Bag,Gym duffel bag in very good condition. Minor wear but fully functional. Great value.,132.00,sporting-goods,sports-bags,Ajman,https://placehold.co/800x800/4F46E5/FFFFFF?text=Gym%20bag,
sporting-goods-sports-bags-3,Duffel Bag,Sports duffel bag in very good condition. Minor wear but fully functional. Great value.,77.00,sporting-goods,sports-bags,RAK,https://placehold.co/800x800/7C3AED/FFFFFF?text=Duffel%20bag,
sporting-goods-sports-bags-4,Sports Backpack,"Sports backpack. Excellent quality, well-cared for. Perfect for your sports activities.",113.00,sporting-goods,sports-bags,RAK,https://placehold.co/800x800/DC2626/FFFFFF?text=Sports%20backpack,
sporting-goods-sports-bags-5,Equipment Bag,"Equipment carrying bag in excellent condition. Well-maintained, fully functional. Ready to use.",197.00,sporting-goods,sports-bags,RAK,https://placehold.co/800x800/EA580C/FFFFFF?text=Equipment%20bag,
sporting-goods-sports-bags-6,Training Bag,"Training bag in excellent condition. Well-maintained, fully functional. Ready to use.",190.00,sporting-goods,sports-bags,Dubai,https://placehold.co/800x800/059669/FFFFFF?text=Training%20bag,
sporting-goods-sports-bags-7,Sports Tote,Sports tote bag in very good condition. Minor wear but fully functional. Great value.,168.00,sporting-goods,sports-bags,Abu Dhabi,https://placehold.co/800x800/4F46E5/FFFFFF?text=Sports%20tote,
sporting-goods-sports-bags-8,Gear Bag,"Gear storage bag. High-quality equipment, like new. All features working perfectly.",65.00,sporting-goods,sports-bags,Ajman,https://placehold.co/800x800/7C3AED/FFFFFF?text=Gear%20bag,
sporting-goods-sports-bags-9,Sports Luggage,"Sports luggage in excellent condition. Well-maintained, fully functional. Ready to use.",198.00,sporting-goods,sports-bags,Ajman,https://placehold.co/800x800/DC2626/FFFFFF?text=Sports%20luggage,
sporting-goods-sports-bags-10,Athletic Bag,"Athletic bag. High-quality equipment, like new. All features working perfectly.",176.00,sporting-goods,sports-bags,RAK,https://placehold.co/800x800/EA580C/FFFFFF?text=Athletic%20bag,
sporting-goods-sports-nutrition-1,Protein Powder,"Whey protein powder in excellent condition. Well-maintained, fully functional. Ready to use.",117.00,sporting-goods,sports-nutrition,RAK,https://placehold.co/800x800/059669/FFFFFF?text=Protein%20powder,
sporting-goods-sports-nutrition-2,Energy Bars,"Energy bars. Excellent quality, well-cared for. Perfect for your sports activities.",123.00,sporting-goods,sports-nutrition,Ajman,https://placehold.co/800x800/4F46E5/FFFFFF?text=Energy%20bars,
sporting-goods-sports-nutrition-3,Sports Drinks,"Sports drinks in excellent condition. Well-maintained, fully functional. Ready to use.",121.00,sporting-goods,sports-nutrition,RAK,https://placehold.co/800x800/7C3AED/FFFFFF?text=Sports%20drinks,
sporting-goods-sports-nutrition-4,Supplements,Sports supplements in very good condition. Minor wear but fully functional. Great value.,105.00,sporting-goods,sports-nutrition,Abu Dhabi,https://placehold.co/800x800/DC2626/FFFFFF?text=Supplements,
sporting-goods-sports-nutrition-5,Pre-Workout,Pre-workout supplement in great condition. Tested and verified. No damage or defects.,33.00,sporting-goods,sports-nutrition,RAK,https://placehold.co/800x800/EA580C/FFFFFF?text=Pre-workout,
sporting-goods-sports-nutrition-6,Post-Workout,Post-workout recovery in very good condition. Minor wear but fully functional. Great value.,31.00,sporting-goods,sports-nutrition,RAK,https://placehold.co/800x800/059669/FFFFFF?text=Post-workout,
sporting-goods-sports-nutrition-7,Sports Nutrition,"Sports nutrition products. Excellent quality, well-cared for. Perfect for your sports activities.",118.00,sporting-goods,sports-nutrition,Ajman,https://placehold.co/800x800/4F46E5/FFFFFF?text=Sports%20nutrition,
sporting-goods-sports-nutrition-8,Protein Shakes,"Protein shake mix. Excellent quality, well-cared for. Perfect for your sports activities.",83.00,sporting-goods,sports-nutrition,Abu Dhabi,https://placehold.co/800x800/7C3AED/FFFFFF?text=Protein%20shakes,
sporting-goods-sports-nutrition-9,Energy Gels,"Energy gels. High-quality equipment, like new. All features working perfectly.",51.00,sporting-goods,sports-nutrition,Abu Dhabi,https://placehold.co/800x800/DC2626/FFFFFF?text=Energy%20gels,
sporting-goods-sports-nutrition-10,Sports Supplements,Complete sports supplements in very good condition. Minor wear but fully functional. Great value.,124.00,sporting-goods,sports-nutrition,Dubai,https://placehold.co/800x800/EA580C/FFFFFF?text=Sports%20supplements,
sporting-goods-recovery-physiotherapy-1,Foam Roller,"Foam roller for recovery in excellent condition. Well-maintained, fully functional. Ready to use.",171.00,sporting-goods,recovery-physiotherapy,Abu Dhabi,https://placehold.co/800x800/059669/FFFFFF?text=Foam%20roller,
sporting-goods-recovery-physiotherapy-2,Massage Ball,"Massage ball. High-quality equipment, like new. All features working perfectly.",119.00,sporting-goods,recovery-physiotherapy,Dubai,https://placehold.co/800x800/4F46E5/FFFFFF?text=Massage%20ball,
sporting-goods-recovery-physiotherapy-3,Resistance Bands,Resistance bands set in very good condition. Minor wear but fully functional. Great value.,98.00,sporting-goods,recovery-physiotherapy,RAK,https://placehold.co/800x800/7C3AED/FFFFFF?text=Resistance%20bands,
sporting-goods-recovery-physiotherapy-4,Recovery Equipment,"Recovery equipment in excellent condition. Well-maintained, fully functional. Ready to use.",158.00,sporting-goods,recovery-physiotherapy,Dubai,https://placehold.co/800x800/DC2626/FFFFFF?text=Recovery%20equipment,
sporting-goods-recovery-physiotherapy-5,Physiotherapy Tools,"Physiotherapy tools in excellent condition. Well-maintained, fully functional. Ready to use.",63.00,sporting-goods,recovery-physiotherapy,Ajman,https://placehold.co/800x800/EA580C/FFFFFF?text=Physiotherapy%20tools,
sporting-goods-recovery-physiotherapy-6,Stretching Equipment,"Stretching equipment. Excellent quality, well-cared for. Perfect for your sports activities.",154.00,sporting-goods,recovery-physiotherapy,Ajman,https://placehold.co/800x800/059669/FFFFFF?text=Stretching%20equipment,
sporting-goods-recovery-physiotherapy-7,Recovery Gear,"Recovery gear in excellent condition. Well-maintained, fully functional. Ready to use.",181.00,sporting-goods,recovery-physiotherapy,Sharjah,https://placehold.co/800x800/4F46E5/FFFFFF?text=Recovery%20gear,
sporting-goods-recovery-physiotherapy-8,Therapy Equipment,"Therapy equipment. Excellent quality, well-cared for. Perfect for your sports activities.",74.00,sporting-goods,recovery-physiotherapy,RAK,https://placehold.co/800x800/7C3AED/FFFFFF?text=Therapy%20equipment,
sporting-goods-recovery-physiotherapy-9,Recovery Accessories,"Recovery accessories in excellent condition. Well-maintained, fully functional. Ready to use.",33.00,sporting-goods,recovery-physiotherapy,Dubai,https://placehold.co/800x800/DC2626/FFFFFF?text=Recovery%20accessories,
sporting-goods-recovery-physiotherapy-10,Physiotherapy Equipment,"Complete physiotherapy equipment. Excellent quality, well-cared for. Perfect for your sports activities.",69.00,sporting-goods,recovery-physiotherapy,Ajman,https://placehold.co/800x800/EA580C/FFFFFF?text=Physiotherapy%20equipment,
sporting-goods-kids-sports-equipment-1,Kids Bike,"Kids bicycle in excellent condition. Well-maintained, fully functional. Ready to use.",335.00,sporting-goods,kids-sports-equipment,RAK,https://placehold.co/800x800/059669/FFFFFF?text=Kids%20bike,
sporting-goods-kids-sports-equipment-2,Kids Helmet,Kids safety helmet in very good condition. Minor wear but fully functional. Great value.,301.00,sporting-goods,kids-sports-equipment,Sharjah,https://placehold.co/800x800/4F46E5/FFFFFF?text=Kids%20helmet,
sporting-goods-kids-sports-equipment-3,Kids Sports Gear,"Complete kids sports gear. High-quality equipment, like new. All features working perfectly.",181.00,sporting-goods,kids-sports-equipment,Sharjah,https://placehold.co/800x800/7C3AED/FFFFFF?text=Kids%20sports%20gear,
sporting-goods-kids-sports-equipment-4,Kids Basketball,Kids basketball in very good condition. Minor wear but fully functional. Great value.,347.00,sporting-goods,kids-sports-equipment,RAK,https://placehold.co/800x800/DC2626/FFFFFF?text=Kids%20basketball,
sporting-goods-kids-sports-equipment-5,Kids Football,Kids football in very good condition. Minor wear but fully functional. Great value.,165.00,sporting-goods,kids-sports-equipment,RAK,https://placehold.co/800x800/EA580C/FFFFFF?text=Kids%20football,
sporting-goods-kids-sports-equipment-6,Kids Sports Equipment,Kids sports equipment in great condition. Tested and verified. No damage or defects.,349.00,sporting-goods,kids-sports-equipment,RAK,https://placehold.co/800x800/059669/FFFFFF?text=Kids%20sports%20equipment,
sporting-goods-kids-sports-equipment-7,Kids Training Gear,Kids training gear in great condition. Tested and verified. No damage or defects.,271.00,sporting-goods,kids-sports-equipment,Sharjah,https://placehold.co/800x800/4F46E5/FFFFFF?text=Kids%20training%20gear,
sporting-goods-kids-sports-equipment-8,Kids Sports Accessories,Kids sports accessories in very good condition. Minor wear but fully functional. Great value.,365.00,sporting-goods,kids-sports-equipment,Ajman,https://placehold.co/800x800/7C3AED/FFFFFF?text=Kids%20sports%20accessories,
sporting-goods-kids-sports-equipment-9,Kids Athletic Gear,"Kids athletic gear. Excellent quality, well-cared for. Perfect for your sports activities.",111.00,sporting-goods,kids-sports-equipment,RAK,https://placehold.co/800x800/DC2626/FFFFFF?text=Kids%20athletic%20gear,
sporting-goods-kids-sports-equipment-10,Kids Sports Set,"Complete kids sports set. High-quality equipment, like new. All features working perfectly.",276.00,sporting-goods,kids-sports-equipment,RAK,https://placehold.co/800x800/EA580C/FFFFFF?text=Kids%20sports,
sporting-goods-refurbished-used-equipment-1,Used Sports Equipment,"Used sports equipment in good condition in excellent condition. Well-maintained, fully functional. Ready to use.",85.00,sporting-goods,refurbished-used-equipment,Dubai,https://placehold.co/800x800/059669/FFFFFF?text=Used%20sports%20equipment,
sporting-goods-refurbished-used-equipment-2,Refurbished Gear,"Refurbished sports gear. High-quality equipment, like new. All features working perfectly.",259.00,sporting-goods,refurbished-used-equipment,Dubai,https://placehold.co/800x800/4F46E5/FFFFFF?text=Refurbished%20gear,
sporting-goods-refurbished-used-equipment-3,Second-Hand Equipment,Second-hand sports equipment in very good condition. Minor wear but fully functional. Great value.,53.00,sporting-goods,refurbished-used-equipment,RAK,https://placehold.co/800x800/7C3AED/FFFFFF?text=Second-hand%20equipment,
sporting-goods-refurbished-used-equipment-4,Pre-Owned Sports Gear,"Pre-owned sports gear. High-quality equipment, like new. All features working perfectly.",355.00,sporting-goods,refurbished-used-equipment,Ajman,https://placehold.co/800x800/DC2626/FFFFFF?text=Pre-owned%20sports%20gear,
sporting-goods-refurbished-used-equipment-5,Used Athletic Equipment,"Used athletic equipment. High-quality equipment, like new. All features working perfectly.",498.00,sporting-goods,refurbished-used-equipment,Ajman,https://placehold.co/800x800/EA580C/FFFFFF?text=Used%20athletic%20equipment,
sporting-goods-refurbished-used-equipment-6,Refurbished Sports Equipment,Refurbished sports equipment in great condition. Tested and verified. No damage or defects.,197.00,sporting-goods,refurbished-used-equipment,Dubai,https://placehold.co/800x800/059669/FFFFFF?text=Refurbished%20sports%20equipment,
sporting-goods-refurbished-used-equipment-7,Second-Hand Gear,"Second-hand gear. High-quality equipment, like new. All features working perfectly.",116.00,sporting-goods,refurbished-used-equipment,RAK,https://placehold.co/800x800/4F46E5/FFFFFF?text=Second-hand%20gear,
sporting-goods-refurbished-used-equipment-8,Pre-Owned Equipment,Pre-owned equipment in very good condition. Minor wear but fully functional. Great value.,107.00,sporting-goods,refurbished-used-equipment,RAK,https://placehold.co/800x800/7C3AED/FFFFFF?text=Pre-owned%20equipment,
sporting-goods-refurbished-used-equipment-9,Used Sports Gear,"Used sports gear. High-quality equipment, like new. All features working perfectly.",139.00,sporting-goods,refurbished-used-equipment,Abu Dhabi,https://placehold.co/800x800/DC2626/FFFFFF?text=Used%20sports%20gear,
sporting-goods-refurbished-used-equipment-10,Refurbished Athletic Equipment,Refurbished athletic equipment in great condition. Tested and verified. No damage or defects.,388.00,sporting-goods,refurbished-used-equipment,Dubai,https://placehold.co/800x800/EA580C/FFFFFF?text=Refurbished%20athletic%20equipment,
sporting-goods-professional-commercial-equipment-1,Commercial Gym Equipment,"Commercial gym equipment. High-quality equipment, like new. All features working perfectly.",4655.00,sporting-goods,professional-commercial-equipment,RAK,https://placehold.co/800x800/059669/FFFFFF?text=Commercial%20gym%20equipment,
sporting-goods-professional-commercial-equipment-2,Professional Sports Equipment,"Professional sports equipment. High-quality equipment, like new. All features working perfectly.",4769.00,sporting-goods,professional-commercial-equipment,Ajman,https://placehold.co/800x800/4F46E5/FFFFFF?text=Professional%20sports%20equipment,
sporting-goods-professional-commercial-equipment-3,Commercial Training Equipment,"Commercial training equipment in excellent condition. Well-maintained, fully functional. Ready to use.",4070.00,sporting-goods,professional-commercial-equipment,Abu Dhabi,https://placehold.co/800x800/7C3AED/FFFFFF?text=Commercial%20training%20equipment,
sporting-goods-professional-commercial-equipment-4,Professional Gear,"Professional sports gear. Excellent quality, well-cared for. Perfect for your sports activities.",4623.00,sporting-goods,professional-commercial-equipment,RAK,https://placehold.co/800x800/DC2626/FFFFFF?text=Professional%20gear,
sporting-goods-professional-commercial-equipment-5,Commercial Sports Gear,Commercial sports gear in great condition. Tested and verified. No damage or defects.,2736.00,sporting-goods,professional-commercial-equipment,Abu Dhabi,https://placehold.co/800x800/EA580C/FFFFFF?text=Commercial%20sports%20gear,
sporting-goods-professional-commercial-equipment-6,Gym Equipment,Gym equipment in very good condition. Minor wear but fully functional. Great value.,2741.00,sporting-goods,professional-commercial-equipment,Ajman,https://placehold.co/800x800/059669/FFFFFF?text=Gym%20equipment,
sporting-goods-professional-commercial-equipment-7,Professional Training Gear,"Professional training gear. High-quality equipment, like new. All features working perfectly.",4403.00,sporting-goods,professional-commercial-equipment,Dubai,https://placehold.co/800x800/4F46E5/FFFFFF?text=Professional%20training%20gear,
sporting-goods-professional-commercial-equipment-8,Commercial Athletic Equipment,"Commercial athletic equipment. High-quality equipment, like new. All features working perfectly.",3495.00,sporting-goods,professional-commercial-equipment,RAK,https://placehold.co/800x800/7C3AED/FFFFFF?text=Commercial%20athletic%20equipment,
sporting-goods-professional-commercial-equipment-9,Professional Equipment,"Professional equipment in excellent condition. Well-maintained, fully functional. Ready to use.",3345.00,sporting-goods,professional-commercial-equipment,Dubai,https://placehold.co/800x800/DC2626/FFFFFF?text=Professional%20equipment,
sporting-goods-professional-commercial-equipment-10,Commercial Gear,"Commercial gear. High-quality equipment, like new. All features working perfectly.",4477.00,sporting-goods,professional-commercial-equipment,Abu Dhabi,https://placehold.co/800x800/EA580C/FFFFFF?text=Commercial%20gear,
sporting-goods-other-sporting-goods-1,Sports Equipment,"Various sports equipment. Excellent quality, well-cared for. Perfect for your sports activities.",397.00,sporting-goods,other-sporting-goods,Abu Dhabi,https://placehold.co/800x800/059669/FFFFFF?text=Sports%20equipment,
sporting-goods-other-sporting-goods-2,Athletic Gear,Athletic gear in great condition. Tested and verified. No damage or defects.,229.00,sporting-goods,other-sporting-goods,Sharjah,https://placehold.co/800x800/4F46E5/FFFFFF?text=Athletic%20gear,
sporting-goods-other-sporting-goods-3,Sports Gear,Sports gear in great condition. Tested and verified. No damage or defects.,206.00,sporting-goods,other-sporting-goods,Abu Dhabi,https://placehold.co/800x800/7C3AED/FFFFFF?text=Sports%20gear,
sporting-goods-other-sporting-goods-4,Training Equipment,"Training equipment in excellent condition. Well-maintained, fully functional. Ready to use.",194.00,sporting-goods,other-sporting-goods,Ajman,https://placehold.co/800x800/DC2626/FFFFFF?text=Training%20equipment,
sporting-goods-other-sporting-goods-5,Sports Accessories,"Sports accessories. High-quality equipment, like new. All features working perfectly.",116.00,sporting-goods,other-sporting-goods,Ajman,https://placehold.co/800x800/EA580C/FFFFFF?text=Sports%20accessories,
sporting-goods-other-sporting-goods-6,Athletic Equipment,"Athletic equipment in excellent condition. Well-maintained, fully functional. Ready to use.",294.00,sporting-goods,other-sporting-goods,Ajman,https://placehold.co/800x800/059669/FFFFFF?text=Athletic%20equipment,
sporting-goods-other-sporting-goods-7,Sports Supplies,"Sports supplies. High-quality equipment, like new. All features working perfectly.",64.00,sporting-goods,other-sporting-goods,Sharjah,https://placehold.co/800x800/4F46E5/FFFFFF?text=Sports%20supplies,
sporting-goods-other-sporting-goods-8,Training Gear,Training gear in great condition. Tested and verified. No damage or defects.,196.00,sporting-goods,other-sporting-goods,Dubai,https://placehold.co/800x800/7C3AED/FFFFFF?text=Training%20gear,
sporting-goods-other-sporting-goods-9,Sports Items,"Sports items. High-quality equipment, like new. All features working perfectly.",209.00,sporting-goods,other-sporting-goods,RAK,https://placehold.co/800x800/DC2626/FFFFFF?text=Sports%20items,
sporting-goods-other-sporting-goods-10,Athletic Supplies,"Athletic supplies in excellent condition. Well-maintained, fully functional. Ready to use.",116.00,sporting-goods,other-sporting-goods,Ajman,https://placehold.co/800x800/EA580C/FFFFFF?text=Athletic%20supplies,
toys-baby-toys-0-2-years-1,Baby Rattle,"Colorful baby rattle in excellent condition. Clean, complete with all pieces. Safe and ready to play.",18.00,toys,baby-toys-0-2-years,Sharjah,https://placehold.co/800x800/059669/FFFFFF?text=Baby%20rattle,
toys-baby-toys-0-2-years-2,Teething Toy,"Safe teething toy. Excellent quality, excellent condition. Complete and functional.",70.00,toys,baby-toys-0-2-years,RAK,https://placehold.co/800x800/4F46E5/FFFFFF?text=Teething%20toy,
toys-baby-toys-0-2-years-3,Baby Mobile,"Musical baby mobile in great condition. Well-maintained, no damage. Perfect for kids.",49.00,toys,baby-toys-0-2-years,RAK,https://placehold.co/800x800/7C3AED/FFFFFF?text=Baby%20mobile,
toys-baby-toys-0-2-years-4,Soft Toys,"Soft plush toys. Like new, barely used. All parts included. Great condition.",22.00,toys,baby-toys-0-2-years,Dubai,https://placehold.co/800x800/DC2626/FFFFFF?text=Soft%20toys,
toys-baby-toys-0-2-years-5,Baby Gym,"Baby activity gym in very good condition. Gently used, well-cared for. Great toy for children.",51.00,toys,baby-toys-0-2-years,Abu Dhabi,https://placehold.co/800x800/EA580C/FFFFFF?text=Baby%20gym,
toys-baby-toys-0-2-years-6,Musical Toy,"Musical baby toy in very good condition. Gently used, well-cared for. Great toy for children.",64.00,toys,baby-toys-0-2-years,Dubai,https://placehold.co/800x800/059669/FFFFFF?text=Musical%20toy,
toys-baby-toys-0-2-years-7,Baby Blocks,"Baby building blocks in very good condition. Gently used, well-cared for. Great toy for children.",95.00,toys,baby-toys-0-2-years,Ajman,https://placehold.co/800x800/4F46E5/FFFFFF?text=Baby%20blocks,
toys-baby-toys-0-2-years-8,Sensory Toy,"Sensory development toy in very good condition. Gently used, well-cared for. Great toy for children.",62.00,toys,baby-toys-0-2-years,Dubai,https://placehold.co/800x800/7C3AED/FFFFFF?text=Sensory%20toy,
toys-baby-toys-0-2-years-9,Baby Play Mat,"Baby play mat in excellent condition. Clean, complete with all pieces. Safe and ready to play.",88.00,toys,baby-toys-0-2-years,RAK,https://placehold.co/800x800/DC2626/FFFFFF?text=Baby%20play%20mat,
toys-baby-toys-0-2-years-10,Infant Toy,"Infant development toy. Like new, barely used. All parts included. Great condition.",86.00,toys,baby-toys-0-2-years,Dubai,https://placehold.co/800x800/EA580C/FFFFFF?text=Infant%20toy,
toys-toddler-toys-2-4-years-1,Toddler Bike,"Balance bike for toddlers in great condition. Well-maintained, no damage. Perfect for kids.",115.00,toys,toddler-toys-2-4-years,Sharjah,https://placehold.co/800x800/059669/FFFFFF?text=Toddler%20bike,
toys-toddler-toys-2-4-years-2,Building Blocks,"Large building blocks in excellent condition. Clean, complete with all pieces. Safe and ready to play.",114.00,toys,toddler-toys-2-4-years,Abu Dhabi,https://placehold.co/800x800/4F46E5/FFFFFF?text=Building%20blocks,
toys-toddler-toys-2-4-years-3,Puzzle Toy,"Age-appropriate puzzle. Excellent quality, excellent condition. Complete and functional.",74.00,toys,toddler-toys-2-4-years,Sharjah,https://placehold.co/800x800/7C3AED/FFFFFF?text=Puzzle%20toy,
toys-toddler-toys-2-4-years-4,Toddler Car,"Ride-on toy car. Excellent quality, excellent condition. Complete and functional.",141.00,toys,toddler-toys-2-4-years,Ajman,https://placehold.co/800x800/DC2626/FFFFFF?text=Toddler%20car,
toys-toddler-toys-2-4-years-5,Musical Toy,"Musical toddler toy in very good condition. Gently used, well-cared for. Great toy for children.",95.00,toys,toddler-toys-2-4-years,Abu Dhabi,https://placehold.co/800x800/EA580C/FFFFFF?text=Musical%20toy,
toys-toddler-toys-2-4-years-6,Educational Toy,"Educational learning toy in excellent condition. Clean, complete with all pieces. Safe and ready to play.",28.00,toys,toddler-toys-2-4-years,Abu Dhabi,https://placehold.co/800x800/059669/FFFFFF?text=Educational%20toy,
toys-toddler-toys-2-4-years-7,Toddler Play Set,"Toddler play set. Like new, barely used. All parts included. Great condition.",102.00,toys,toddler-toys-2-4-years,Sharjah,https://placehold.co/800x800/4F46E5/FFFFFF?text=Toddler%20play,
toys-toddler-toys-2-4-years-8,Toy Truck,"Toy truck in excellent condition. Clean, complete with all pieces. Safe and ready to play.",191.00,toys,toddler-toys-2-4-years,RAK,https://placehold.co/800x800/7C3AED/FFFFFF?text=Toy%20truck,
toys-toddler-toys-2-4-years-9,Toddler Games,"Toddler board games in excellent condition. Clean, complete with all pieces. Safe and ready to play.",100.00,toys,toddler-toys-2-4-years,RAK,https://placehold.co/800x800/DC2626/FFFFFF?text=Toddler%20games,
toys-toddler-toys-2-4-years-10,Play Kitchen,"Play kitchen set. Excellent quality, excellent condition. Complete and functional.",112.00,toys,toddler-toys-2-4-years,Sharjah,https://placehold.co/800x800/EA580C/FFFFFF?text=Play%20kitchen,
toys-preschool-toys-4-6-years-1,LEGO Set,"LEGO building set. Like new, barely used. All parts included. Great condition.",72.00,toys,preschool-toys-4-6-years,Dubai,https://placehold.co/800x800/059669/FFFFFF?text=Lego,
toys-preschool-toys-4-6-years-2,Action Figures,"Action figure collection in great condition. Well-maintained, no damage. Perfect for kids.",46.00,toys,preschool-toys-4-6-years,Sharjah,https://placehold.co/800x800/4F46E5/FFFFFF?text=Action%20figures,
toys-preschool-toys-4-6-years-3,Doll House,"Doll house with furniture in great condition. Well-maintained, no damage. Perfect for kids.",118.00,toys,preschool-toys-4-6-years,RAK,https://placehold.co/800x800/7C3AED/FFFFFF?text=Doll%20house,
toys-preschool-toys-4-6-years-4,Board Game,"Board game for kids in excellent condition. Clean, complete with all pieces. Safe and ready to play.",92.00,toys,preschool-toys-4-6-years,Abu Dhabi,https://placehold.co/800x800/DC2626/FFFFFF?text=Board%20game,
toys-preschool-toys-4-6-years-5,Art Supplies,"Art and craft supplies in great condition. Well-maintained, no damage. Perfect for kids.",90.00,toys,preschool-toys-4-6-years,Abu Dhabi,https://placehold.co/800x800/EA580C/FFFFFF?text=Art%20supplies,
toys-preschool-toys-4-6-years-6,Puzzle Set,"Jigsaw puzzle set in excellent condition. Clean, complete with all pieces. Safe and ready to play.",112.00,toys,preschool-toys-4-6-years,RAK,https://placehold.co/800x800/059669/FFFFFF?text=Puzzle,
toys-preschool-toys-4-6-years-7,Science Kit,"Science experiment kit. Excellent quality, excellent condition. Complete and functional.",111.00,toys,preschool-toys-4-6-years,RAK,https://placehold.co/800x800/4F46E5/FFFFFF?text=Science%20kit,
toys-preschool-toys-4-6-years-8,Musical Instrument,"Kids musical instrument in great condition. Well-maintained, no damage. Perfect for kids.",231.00,toys,preschool-toys-4-6-years,RAK,https://placehold.co/800x800/7C3AED/FFFFFF?text=Musical%20instrument,
toys-preschool-toys-4-6-years-9,Play Set,"Imaginative play set. Excellent quality, excellent condition. Complete and functional.",184.00,toys,preschool-toys-4-6-years,Ajman,https://placehold.co/800x800/DC2626/FFFFFF?text=Play,
toys-preschool-toys-4-6-years-10,Educational Game,"Educational board game in great condition. Well-maintained, no damage. Perfect for kids.",196.00,toys,preschool-toys-4-6-years,Ajman,https://placehold.co/800x800/EA580C/FFFFFF?text=Educational%20game,
toys-educational-learning-toys-1,STEM Kit,"STEM learning kit in very good condition. Gently used, well-cared for. Great toy for children.",166.00,toys,educational-learning-toys,Ajman,https://placehold.co/800x800/059669/FFFFFF?text=Stem%20kit,
toys-educational-learning-toys-2,Learning Tablet,"Kids learning tablet. Excellent quality, excellent condition. Complete and functional.",285.00,toys,educational-learning-toys,Sharjah,https://placehold.co/800x800/4F46E5/FFFFFF?text=Learning%20tablet,
toys-educational-learning-toys-3,Educational Puzzle,"Educational puzzle in great condition. Well-maintained, no damage. Perfect for kids.",94.00,toys,educational-learning-toys,RAK,https://placehold.co/800x800/7C3AED/FFFFFF?text=Educational%20puzzle,
toys-educational-learning-toys-4,Science Kit,"Science experiment kit in great condition. Well-maintained, no damage. Perfect for kids.",271.00,toys,educational-learning-toys,Ajman,https://placehold.co/800x800/DC2626/FFFFFF?text=Science%20kit,
toys-educational-learning-toys-5,Math Learning Toy,"Math learning toy. Like new, barely used. All parts included. Great condition.",261.00,toys,educational-learning-toys,Dubai,https://placehold.co/800x800/EA580C/FFFFFF?text=Math%20learning%20toy,
toys-educational-learning-toys-6,Language Learning Toy,"Language learning toy in excellent condition. Clean, complete with all pieces. Safe and ready to play.",197.00,toys,educational-learning-toys,Abu Dhabi,https://placehold.co/800x800/059669/FFFFFF?text=Language%20learning%20toy,
toys-educational-learning-toys-7,Coding Toy,"Coding robot toy. Like new, barely used. All parts included. Great condition.",290.00,toys,educational-learning-toys,Ajman,https://placehold.co/800x800/4F46E5/FFFFFF?text=Coding%20toy,
toys-educational-learning-toys-8,Educational Game,"Educational board game in very good condition. Gently used, well-cared for. Great toy for children.",219.00,toys,educational-learning-toys,Sharjah,https://placehold.co/800x800/7C3AED/FFFFFF?text=Educational%20game,
toys-educational-learning-toys-9,Learning Board,"Learning activity board. Like new, barely used. All parts included. Great condition.",265.00,toys,educational-learning-toys,Dubai,https://placehold.co/800x800/DC2626/FFFFFF?text=Learning%20board,
toys-educational-learning-toys-10,Educational Set,"Complete educational set. Like new, barely used. All parts included. Great condition.",254.00,toys,educational-learning-toys,RAK,https://placehold.co/800x800/EA580C/FFFFFF?text=Educational,
